Record Number,Aspect Value,Aspect Name
1885,Air Max,B-Produktlinie
1885,95,B-Modell
1885,DO6704-001,B-Herstellernummer
1885,Herren,B-Abteilung
1885,Sportschuhe,B-Produktart
1885,Sneaker,B-Stil
1886,NEU,B-No Tag
1886,SKECHERS,B-Marke
1886,Damen,B-Abteilung
1886,Sneakers,B-Stil
1886,SOLAR FUSE-BRISK ESCAPE,B-Modell
1886,Sportschuh,B-Produktart
1886,Training,B-Aktivität
1886,Violett,B-Farbe
1887,Puma,B-Marke
1887,Herren,B-Abteilung
1887,Sportschuhe,B-Produktart
1887,Sneaker,B-Stil
1887,EUR 41,B-EU-Schuhgröße
1887,Nr,B-No Tag
1887,.,I-No Tag
1887,22-M-6109,B-Herstellernummer
1888,Nike,B-Marke
1888,Air Jordan,B-Produktlinie
1888,1,B-Modell
1888,Mid,B-Schuhschaft-Typ
1888,GS,B-Abteilung
1888,|,B-No Tag
1888,Triple White,B-Farbe
1888,|,B-No Tag
1888,Weiß,B-Farbe
1888,|,B-No Tag
1888,"36,5",B-EU-Schuhgröße
1888,-,B-No Tag
1888,"37,5",B-EU-Schuhgröße
1888,-,B-No Tag
1888,38,B-EU-Schuhgröße
1888,-,B-No Tag
1888,"38,5",B-EU-Schuhgröße
1889,Etnies,B-Marke
1889,Fader,B-Produktlinie
1889,Herren,B-Abteilung
1889,Black White,B-Farbe
1889,Sneaker,B-Stil
1889,Schlittschuh,B-Produktart
1889,-,B-No Tag
1889,7.5 UK,B-UK-Schuhgröße
1890,Adidas,B-Marke
1890,Clemente lo Clip,B-Modell
1890,Herren,B-Abteilung
1890,Sneakers,B-Stil
1890,weiß schwarz,B-Farbe
1890,Freizeitschuhe,B-Produktart
1891,Etnies,B-Marke
1891,Lo-Cut,B-Modell
1891,black,B-Farbe
1891,/,B-No Tag
1891,black,B-Farbe
1891,/,B-No Tag
1891,gum,B-Farbe
1891,Skater,B-Aktivität
1891,Schuhe,B-Produktart
1891,/,B-No Tag
1891,Sneaker,B-Stil
1891,schwarz,B-Farbe
1891,Größenauswahl,B-No Tag
1892,SALMING,B-Marke
1892,VIPER 4,B-Modell
1892,48 49,B-EU-Schuhgröße
1892,NEU,B-No Tag
1892,140,I-No Tag
1892,€,I-No Tag
1892,indoor,B-Anlass
1892,handball,B-Aktivität
1892,hallenschuhe,B-Produktart
1892,ninetyone 91 kobra,B-Farbe
1893,Neu,B-No Tag
1893,Herren Damen,B-Abteilung
1893,Laufschuhe Sportschuhe,B-Produktart
1893,Sneaker,B-Stil
1893,Freizeit,B-Anlass
1893,1516,B-No Tag
1893,Schuhe,B-Produktart
1893,Gr,B-No Tag
1893,.,I-No Tag
1893,36-46,B-EU-Schuhgröße
1894,Damen,B-Abteilung
1894,Sneaker,B-Stil
1894,High,B-Schuhschaft-Typ
1894,Warm Gefütterte,B-Besonderheiten
1894,Turnschuhe,B-Produktart
1894,Schnürer,B-Verschluss
1894,Schuhe,B-Produktart
1894,824303,B-No Tag
1894,Trendy,I-No Tag
1894,Neu,I-No Tag
1895,adidas,B-Marke
1895,Crazychaos,B-Modell
1895,cloudfoam,B-Zwischensohlen-Typ
1895,Damen,B-Abteilung
1895,Freizeit,B-Anlass
1895,Mode,B-No Tag
1895,Sport,B-Anlass
1895,Sneaker,B-Stil
1895,Schuhe,B-Produktart
1895,EG7998,B-Herstellernummer
1895,neu,B-No Tag
1896,hey dude,B-Marke
1896,Damen,B-Abteilung
1896,Slipper,B-No Tag
1896,Wendy Sox,B-Modell
1896,Peacock,B-Farbe
1896,Bunt,B-No Tag
1896,Schuhe,B-Produktart
1896,121928341,B-Herstellernummer
1897,Asics,B-Marke
1897,Gel Superion,B-Produktlinie
1897,2,B-Modell
1897,Herrenlaufschuhe,B-Produktart
1897,(,B-No Tag
1897,1011A039-001,B-Herstellernummer
1897,),B-No Tag
1897,Gr,I-No Tag
1897,:,I-No Tag
1897,wählbar,I-No Tag
1897,neu,I-No Tag
1897,in,I-No Tag
1897,Karton,I-No Tag
1898,Keen,B-Marke
1898,Wanderschuh Schuh,B-Produktart
1898,VERSATRAIL,B-Modell
1898,Gr,B-No Tag
1898,.,I-No Tag
1898,40-48,B-EU-Schuhgröße
1899,Puma,B-Marke
1899,Basket,B-Modell
1899,Blue,B-Farbe
1899,40.5 EUR,B-EU-Schuhgröße
1900,Puma,B-Marke
1900,R78,B-Modell
1900,Runner,B-Produktart
1900,Unisex,B-Abteilung
1900,Sneaker,B-Stil
1900,Sportschuh,B-Produktart
1900,373117,B-Herstellernummer
1900,Schwarz,B-Farbe
1901,Krüger,B-Marke
1901,Damen,B-Abteilung
1901,Sneaker,B-Stil
1901,Trachten,B-Anlass
1901,Shuhe,B-Produktart
1901,floral Blumen,B-Muster
1901,Print,B-Akzente
1901,kariert,B-Muster
1901,Spitze,B-Akzente
1902,Tommy Hilfiger,B-Marke
1902,Essential,B-Modell
1902,Sneaker,B-Stil
1902,Freizeitschuhe Schuhe,B-Produktart
1902,Herren,B-Abteilung
1902,FM0FM03424,B-Herstellernummer
1903,New Balance,B-Marke
1903,530,B-Modell
1903,Retro,B-Thema
1903,White Silver Navy,B-Farbe
1903,Running,B-Aktivität
1903,Shoes,B-Produktart
1903,MR530SG,B-Herstellernummer
1903,Men 's,B-Abteilung
1903,/,B-No Tag
1903,woman,B-Abteilung
1903,DE,B-Herstellungsland und -region
1904,FILA,B-Marke
1904,Orbit,B-Modell
1904,Herren,B-Abteilung
1904,Sneaker,B-Stil
1904,Freizeit,B-Anlass
1904,modisch,B-No Tag
1904,grape leaf,B-Farbe
1904,NEU,B-No Tag
1905,adidas,B-Marke
1905,Nebzed,B-Modell
1905,Sneaker,B-Stil
1905,Freizeitschuhe Schuhe,B-Produktart
1905,Herren Damen,B-Abteilung
1905,Schwarz,B-Farbe
1905,EG3693,B-Herstellernummer
1906,SKECHERS,B-Marke
1906,15600,B-Herstellernummer
1906,/,B-No Tag
1906,WHT,B-Modell
1906,Go Walk,B-Produktlinie
1906,Joy,B-Modell
1906,Damen,B-Abteilung
1906,Sneaker,B-Stil
1906,Slipper,B-No Tag
1906,weiß,B-Farbe
1907,ORIGINAL,B-No Tag
1907,ADIDAS,B-Marke
1907,ASWEEGO,B-Modell
1907,CLIMACOOL,B-Produktlinie
1907,F36324,B-Herstellernummer
1907,TURNSCHUHE,B-Produktart
1907,FITNESS,B-Aktivität
1907,SNEAKER,B-Stil
1907,SCHWARZ,B-Farbe
1908,Fila,B-Marke
1908,Retronique 22,B-Modell
1908,Wmn Damen,B-Abteilung
1908,Sneaker,B-Stil
1908,|,B-No Tag
1908,Turnschuh,B-Produktart
1908,|,B-No Tag
1908,Sportschuh,B-Produktart
1908,|,B-No Tag
1908,Veloursleder,B-Obermaterial
1908,(,B-No Tag
1908,Su,I-No Tag
1909,Keen,B-Marke
1909,Herren,B-Abteilung
1909,Sneaker,B-Stil
1909,Uneek,B-Modell
1909,1023498,B-Herstellernummer
1909,Schwarz,B-Farbe
1909,",",B-No Tag
1909,Wasserabweisend,B-Besonderheiten
1909,",",B-No Tag
1909,Luftcell Fußbett,B-Innensohlenmaterial
1909,",",B-No Tag
1909,Gr,I-No Tag
1909,.42,B-EU-Schuhgröße
1910,Herren Damen,B-Abteilung
1910,SportschuheTurnschuhe,B-Obscure
1910,Sport Schuhe,B-Produktart
1910,Sneaker,B-Stil
1910,Runners,B-Produktart
1910,Art.-Nr,B-No Tag
1910,.1634,B-Herstellernummer
1911,Nike,B-Marke
1911,Revolution 6,B-Modell
1911,Next Nature,B-Produktlinie
1911,M,B-Abteilung
1911,DC3728-001,B-Herstellernummer
1911,Laufschuh,B-Produktart
1911,schwarz,B-Farbe
1912,adidas,B-Marke
1912,ZX 7000 30 Jahre TORSION,B-Modell
1912,",",B-No Tag
1912,Gr,I-No Tag
1912,.43 1/3,B-EU-Schuhgröße
1912,",",B-No Tag
1912,FU8404,B-Herstellernummer
1913,Converse,B-Marke
1913,Unisex,B-Abteilung
1913,Chucks All Stars,B-Produktlinie
1913,Hi High Top,B-Schuhschaft-Typ
1913,Sneakers,B-Stil
1913,Schuhe,B-Produktart
1913,NEU,B-No Tag
1914,adidas,B-Marke
1914,Originals,B-Produktlinie
1914,ZX 700,B-Modell
1914,Herren,B-Abteilung
1914,Sneaker,B-Stil
1914,Schwarz,B-Farbe
1914,FZ2818,B-Herstellernummer
1914,Sport,B-Anlass
1914,Freizeit Schuhe,B-Produktart
1914,NEU,B-No Tag
1915,Gucci,B-Marke
1915,Schuhe,B-Produktart
1915,Sneaker,B-Stil
1915,Retro,B-Thema
1915,Neu,B-No Tag
1915,650eur,I-No Tag
1916,Damen,B-Abteilung
1916,Sneaker,B-Stil
1916,Low,B-Schuhschaft-Typ
1916,Turnschuhe,B-Produktart
1916,Schnürer,B-Verschluss
1916,Bequeme,B-No Tag
1916,Freizeitschuhe,B-Produktart
1916,834021,B-Herstellernummer
1916,Schuhe,B-Produktart
1917,Semler,B-Marke
1917,Damenhalbschuhe,B-Produktart
1917,KOMFORT,B-Modell
1917,SCHNÜRER,B-Verschluss
1917,Grau-Perle,B-Farbe
1917,Leder,B-Obermaterial
1917,Sneaker,B-Stil
1917,Weite,B-No Tag
1917,H,B-Schuhweite
1918,Damen,B-Abteilung
1918,Sneakers,B-Stil
1918,Denim Jeans,B-Gewebeart
1918,Slip-ons,B-Verschluss
1918,Slipper,B-No Tag
1918,Fransen,B-Akzente
1918,Flats,B-No Tag
1918,814498,B-Herstellernummer
1918,Trendy,B-No Tag
1918,Neu,I-No Tag
1919,Puma,B-Marke
1919,Leader VT SL,B-Modell
1919,Sneaker,B-Stil
1919,Schuhe Turnschuhe,B-Produktart
1919,Herren,B-Abteilung
1919,Tazon Viz,B-Modell
1919,UVP,B-No Tag
1919,"59,95",I-No Tag
1919,€,I-No Tag
1919,365291,B-Herstellernummer
1920,K-Swiss,B-Marke
1920,Herren,B-Abteilung
1920,Arvee 1.5,B-Modell
1920,Sneaker,B-Stil
1920,Schwarz,B-Farbe
1920,Turnschuhe Sportschuhe Schuhe,B-Produktart
1920,NEU,B-No Tag
1921,Art 642,B-Modell
1921,Neon,B-Farbe
1921,Turnschuhe Schuhe,B-Produktart
1921,Sneaker,B-Stil
1921,Sportschuhe,B-Produktart
1921,Neu,B-No Tag
1921,Damen,B-Abteilung
1922,Herren Damen,B-Abteilung
1922,Wasserschuhe,B-Produktart
1922,Strand,B-Anlass
1922,Barfußschuhe Surfschuhe,B-Produktart
1922,Schwimm,B-Aktivität
1922,Badeschuhe,B-Produktart
1923,Herren,B-Abteilung
1923,Sneaker,B-Stil
1923,Sportschuhe Turnschuhe Laufschuhe Runners,B-Produktart
1923,Neu,B-No Tag
1923,52812,B-Herstellernummer
1924,Puma,B-Marke
1924,RS 9.8 Cosmic,B-Modell
1924,Sneaker,B-Stil
1924,Gr,B-No Tag
1924,.,I-No Tag
1924,"42,5",B-EU-Schuhgröße
1924,Sport,B-Anlass
1924,Freizeitschuhe Schuhe,B-Produktart
1924,NEU,B-No Tag
1925,Skechers,B-Marke
1925,Uno,B-Produktlinie
1925,Stand On Air,B-Modell
1925,Herren,B-Abteilung
1925,Sneaker,B-Stil
1925,|,B-No Tag
1925,Turnschuh,B-Produktart
1925,|,B-No Tag
1925,Sportschuh,B-Produktart
1925,-,B-No Tag
1925,NEU,I-No Tag
1926,Damen Herren,B-Abteilung
1926,Sneakers,B-Stil
1926,Low,B-Schuhschaft-Typ
1926,Profilsohle,B-Besonderheiten
1926,Freizeit,B-Anlass
1926,Turnschuhe,B-Produktart
1926,Schnürer,B-Verschluss
1926,79430,B-No Tag
1926,Schuhe,B-Produktart
1927,Adidas,B-Marke
1927,Schuhe,B-No Tag
1927,Pure Boost,B-Produktlinie
1927,Sneaker,B-Stil
1927,Turnschuhe,B-Produktart
1927,Freizeitschuhe,I-Produktart
1927,Khaki Trace,B-Farbe
1927,S81992,B-Herstellernummer
1928,Converse,B-Marke
1928,Chuck Taylor CT,B-Produktlinie
1928,Spec Ox,B-Modell
1928,Unisex,B-Abteilung
1928,Sneaker,B-Stil
1928,114051,B-Herstellernummer
1928,grau,B-Farbe
1929,PUMA MMS,B-Marke
1929,Future Kart Cat,B-Modell
1929,",",B-No Tag
1929,Gr,I-No Tag
1929,.42,B-EU-Schuhgröße
1929,(,B-No Tag
1929,entspr,I-No Tag
1929,.,I-No Tag
1929,Gr,I-No Tag
1929,.,I-No Tag
1929,40,B-EU-Schuhgröße
1929,),B-No Tag
1930,New Balance,B-Marke
1930,850 OG,B-Modell
1930,Reissue,I-Modell
1930,ML850YSC,B-Herstellernummer
1930,US9,B-US-Schuhgröße
1930,-,B-No Tag
1930,Aime Leon Dore,B-Marke
1931,Adidas,B-Marke
1931,NMD,B-Produktlinie
1931,R1 Star,B-Modell
1931,Wars,B-Charakter Familie
1931,Stormtrooper,B-Charakter
1931,Sneaker,B-Stil
1931,Turnschuhe Schuhe,B-Produktart
1931,weiß,B-Farbe
1931,FY2457,B-Herstellernummer
1931,NEU,B-No Tag
1932,New Balance,B-Marke
1932,ML 574,B-Modell
1932,Wildleder,B-Obermaterial
1932,grautöne,B-Farbe
1932,Herren,B-Abteilung
1932,Low-Top,B-Schuhschaft-Typ
1932,Sneaker,B-Stil
1932,Freizeitschuhe,B-Produktart
1932,NEU,B-No Tag
1933,New Balance,B-Marke
1933,ML373 KSP,B-Modell
1933,black,B-Farbe
1933,Schuhe,B-Produktart
1933,/,B-No Tag
1933,Sneaker,B-Stil
1933,Größenauswahl,B-No Tag
1933,!,I-No Tag
1934,Puma,B-Marke
1934,Unisex,B-Abteilung
1934,Sneaker,B-Stil
1934,Rebound JOY,B-Modell
1934,374765,B-Herstellernummer
1935,Damen,B-Abteilung
1935,Sportschuhe,B-Produktart
1935,Neon,B-Farbe
1935,Laufschuhe Runners,B-Produktart
1935,Sneakers,B-Stil
1935,74688,B-No Tag
1935,Schuhe,B-Produktart
1936,PUMA,B-Marke
1936,R22 Signature,B-Modell
1936,Sneakers,B-Stil
1936,Unisex,B-Abteilung
1936,Schuhe,B-Produktart
1936,Basics,B-Produktlinie
1936,Neu,B-No Tag
1937,Adidas,B-Marke
1937,Sportschuhe,B-Produktart
1937,Ligra 6,B-Modell
1937,Unisexschuhe,B-Obscure
1937,Übergrößen,B-No Tag
1937,Weiß,B-Farbe
1938,Bequeme,B-No Tag
1938,Damen,B-Abteilung
1938,Basic,B-No Tag
1938,Sneakers,B-Stil
1938,High,B-Schuhschaft-Typ
1938,Schnürer,B-Verschluss
1938,Freizeitschuhe,B-Produktart
1938,79875,B-No Tag
1938,Schuhe,B-Produktart
1939,LLOYD,B-Marke
1939,Sports,B-Anlass
1939,Sneaker,B-Stil
1939,schwarz,B-Farbe
1939,Gr,B-No Tag
1939,.,I-No Tag
1939,43,B-EU-Schuhgröße
1939,/,B-No Tag
1939,9,B-UK-Schuhgröße
1939,Leder,B-Obermaterial
1939,guter,B-No Tag
1939,Zustand,I-No Tag
1940,FILA,B-Marke
1940,Damen,B-Abteilung
1940,Sneaker,B-Stil
1940,Schuhe,B-Produktart
1940,Gr,B-No Tag
1940,.39,B-EU-Schuhgröße
1940,US,B-US-Schuhgröße
1940,size,B-No Tag
1940,7,B-US-Schuhgröße
1940,UK,B-UK-Schuhgröße
1940,size,B-No Tag
1940,5 1/2,B-UK-Schuhgröße
1940,women,B-Abteilung
1940,sneaker,B-Stil
1941,Nike,B-Marke
1941,Air Jordan,B-Produktlinie
1941,XXXI,B-Modell
1941,31 Jam Anthracite,B-No Tag
1941,845037 002,B-Herstellernummer
1941,US_9,B-US-Schuhgröße
1941,Eur 42.5,B-EU-Schuhgröße
1942,Tommy Hilfiger,B-Marke
1942,Tommy Jeans,I-Marke
1942,Essential,B-Modell
1942,Low,B-Schuhschaft-Typ
1942,Cut,B-No Tag
1942,Herren,B-Abteilung
1942,Sneaker,B-Stil
1942,low,B-Schuhschaft-Typ
1942,Turnschuhe,B-Produktart
1943,NEU,B-No Tag
1943,Original,I-No Tag
1943,Adidas,B-Marke
1943,Yeezy Boost,B-Produktlinie
1943,350 V2 Yecheil,B-Modell
1943,/,B-No Tag
1943,Yechei,B-Modell
1943,;,B-No Tag
1943,Gr,I-No Tag
1943,.,I-No Tag
1943,"40,2",B-EU-Schuhgröße
1943,/,B-No Tag
1943,3,I-No Tag
1943,;,I-No Tag
1943,FW 5190,B-Herstellernummer
1944,Schuhe,B-Produktart
1944,Asics Onitsuka tiger,B-Marke
1944,mexico 66,B-Modell
1944,Mann Frau,B-Abteilung
1944,D832L,B-Herstellernummer
1944,Schuhe,B-Produktart
1944,Premium,B-No Tag
1944,Leather,B-Obermaterial
1945,Puma,B-Marke
1945,Smash v2 Buck,B-Modell
1945,JR,B-Abteilung
1945,Junior Kinder,I-Abteilung
1945,Sneaker,B-Stil
1945,Schuhe Sportschuh,B-Produktart
1945,365182 14,B-Herstellernummer
1946,Art 658,B-Modell
1946,Sneaker,B-Stil
1946,Turnschuhe Schuhe Sportschuhe,B-Produktart
1946,Slipper,B-No Tag
1946,Laufschuhe,B-Produktart
1947,Adidas,B-Marke
1947,Samba OG,B-Modell
1947,core black white,B-Farbe
1947,gum5,B-No Tag
1947,Sneaker,B-Stil
1947,Schuhe,B-Produktart
1947,schwarz,B-Farbe
1947,BB3114,B-Herstellernummer
1948,Nike,B-Marke
1948,Shox,B-Produktlinie
1948,NZ,B-Modell
1948,gebraucht,B-No Tag
1948,",",I-No Tag
1948,grün weiß,B-Farbe
1948,",",B-No Tag
1948,noch,I-No Tag
1948,tragbar,I-No Tag
1948,",",I-No Tag
1948,Größe,I-No Tag
1948,46,B-EU-Schuhgröße
1949,HERREN,B-Abteilung
1949,SCHUHE,B-Produktart
1949,SNEAKERS,B-Stil
1949,NEW BALANCE,B-Marke
1949,[,B-No Tag
1949,ML574NT2,B-Herstellernummer
1949,],B-No Tag
1950,Adidas PRADA,B-Marke
1950,Superstar,B-Produktlinie
1950,sneakers,B-Stil
1950,women Damen,B-Abteilung
1950,Gr,B-No Tag
1950,.,I-No Tag
1950,39,B-EU-Schuhgröße
1950,UK 6,B-UK-Schuhgröße
1950,US 6.5,B-US-Schuhgröße
1950,NP,B-No Tag
1950,:500,I-No Tag
1950,€,I-No Tag
1950,SOLD,I-No Tag
1950,OUT,I-No Tag
1951,Damen Herren,B-Abteilung
1951,Barfußschuhe Strandschuh Wasserschuhe Watschuhe Laufschuhe,B-Produktart
1951,Sneakers,B-Stil
1952,Blauer USA,B-Marke
1952,Herren,B-Abteilung
1952,Sneaker,B-Stil
1952,Low Top,B-Schuhschaft-Typ
1952,Schuhe,B-Produktart
1952,Detroit,B-Modell
1952,dunkel blau navy,B-Farbe
1953,Salomon,B-Marke
1953,GoreTex,B-Obermaterial
1953,XA PRO 3D Ultra GTX,B-Modell
1953,Gr,B-No Tag
1953,.,I-No Tag
1953,46 2/3,B-EU-Schuhgröße
1953,(,B-No Tag
1953,"46,5",B-EU-Schuhgröße
1953,),B-No Tag
1953,Outdoorschuhe,B-Produktart
1953,-,B-No Tag
1953,rot,B-Farbe
1953,-,B-No Tag
1954,NEU,B-No Tag
1954,SKECHERS,B-Marke
1954,Herren,B-Abteilung
1954,Sneakers,B-Stil
1954,CROWDER,B-Modell
1954,-,B-No Tag
1954,ARMEL,B-Modell
1954,Slipper,B-No Tag
1954,Schlupfschuhe,B-Produktart
1954,Schwarz,B-Farbe
1955,Fila,B-Marke
1955,Noclaf Cb,B-Modell
1955,Mid,B-Schuhschaft-Typ
1955,Herren,B-Abteilung
1955,Sneaker,B-Stil
1955,|,B-No Tag
1955,Turnschuh,B-Produktart
1955,|,B-No Tag
1955,Sportschuh,B-Produktart
1955,|,B-No Tag
1955,Veloursleder,B-Obermaterial
1955,(,B-No Tag
1955,Suede,B-Obermaterial
1956,Herren,B-Abteilung
1956,Ultraleicht,B-Besonderheiten
1956,Laufschuhe Turnschuhe Barfußschuhe,B-Produktart
1956,WasserdichtRunning,B-No Tag
1956,Schuhe,B-Produktart
1957,Herren,B-Abteilung
1957,Skechers,B-Marke
1957,Turnschuhe,B-Produktart
1957,Freizeit,B-Anlass
1957,Gipfel 52811,B-Modell
1958,Lacoste,B-Marke
1958,Carnaby,B-Produktlinie
1958,Evo 319,B-Modell
1958,beige gold,B-Farbe
1958,Sneaker,B-Stil
1958,Damen,B-Abteilung
1959,Lakai,B-Marke
1959,Skateboard,B-Aktivität
1959,Footwear,B-No Tag
1959,Skate,B-Aktivität
1959,Schuhe Shoes,B-Produktart
1959,Griffin,B-Marke
1959,VLK,B-Besonderheiten
1959,Grey,B-Farbe
1959,Suede,B-Obermaterial
1959,13/48,B-No Tag
1959,",5",I-No Tag
1960,ADIDAS,B-Marke
1960,CF ADVANTAGE,B-Modell
1960,DAMEN,B-Abteilung
1960,SNEAKER,B-Stil
1961,SKECHERS,B-Marke
1961,BOBS,B-Produktlinie
1961,Damen,B-Abteilung
1961,Freizeit,B-Anlass
1961,-,B-No Tag
1961,/,I-No Tag
1961,Laufschuh,B-Produktart
1961,-,B-No Tag
1961,Glitz Maker,B-Modell
1962,Porsche Design,B-Produktlinie
1962,Adidas,B-Marke
1962,Herren,B-Abteilung
1962,Schuhe,B-Produktart
1962,PDS,B-Modell
1962,Ultra Boost,B-Produktlinie
1962,TRA,B-Modell
1962,EU 47 1/3,B-EU-Schuhgröße
1962,UK 12,B-UK-Schuhgröße
1962,US 12.5,B-US-Schuhgröße
1963,Nike,B-Marke
1963,Air Zoom,B-Produktlinie
1963,Terra Kiger 5,B-Modell
1963,(,B-No Tag
1963,AQ2219-001,B-Herstellernummer
1963,),B-No Tag
1963,Trail Running,B-Aktivität
1963,Schuhe,B-Produktart
1964,Ausgefallene,B-No Tag
1964,Turnschuhe,B-Produktart
1964,Sneaker,B-Stil
1964,von,B-No Tag
1964,Legero,B-Marke
1964,in,B-No Tag
1964,Craquele-Optik,I-No Tag
1964,schwarz,B-Farbe
1964,Gr,B-No Tag
1964,.,I-No Tag
1964,38,B-EU-Schuhgröße
1965,Buffalo,B-Marke
1965,Damen,B-Abteilung
1965,Leder,B-Obermaterial
1965,Sehr,B-No Tag
1965,Hoch,B-Schuhschaft-Typ
1965,Plateauschuhe,B-Produktart
1965,In,B-No Tag
1965,Jeder,I-No Tag
1965,Farbe,I-No Tag
1965,EU,B-EU-Schuhgröße
1965,Große,B-No Tag
1965,35,B-EU-Schuhgröße
1965,-,B-No Tag
1965,41,B-EU-Schuhgröße
1966,Allbirds,B-Marke
1966,Sneakers,B-Stil
1966,Damen,B-Abteilung
1966,Freizeitschuhe Turnschuhe,B-Produktart
1966,Gr,B-No Tag
1966,.,I-No Tag
1966,DE,B-Herstellungsland und -region
1966,39,B-EU-Schuhgröße
1966,kein,B-No Tag
1966,Eti,I-No Tag
1966,...,I-No Tag
1966,#,I-No Tag
1966,64b3c11,B-Herstellernummer
1967,Nike,B-Marke
1967,Air Max,B-Produktlinie
1967,Plus OG Hyper,B-Modell
1967,Blue,B-Farbe
1967,BQ4629 003,B-Herstellernummer
1967,UK_5 .5,B-UK-Schuhgröße
1967,US_4,B-US-Schuhgröße
1967,Eur 36,B-EU-Schuhgröße
1968,MSGM,B-Marke
1968,RBRSL Rubber Soul,B-Modell
1968,Edition,B-No Tag
1968,Fluo Floating,B-Modell
1968,Sneakers,B-Stil
1968,Turnschuhe Shoes Schuhe,B-Produktart
1968,40,B-EU-Schuhgröße
1969,Damen,B-Abteilung
1969,Turnschuhe,B-Produktart
1969,Luftkissen,B-Innensohlenmaterial
1969,Stricken,B-Gewebeart
1969,Sneaker,B-Stil
1969,Laufschuhe,B-Produktart
1969,Freizeit,B-Anlass
1969,Schnürer,B-Verschluss
1969,Schuhe,B-Produktart
1970,Asics,B-Marke
1970,Herren,B-Abteilung
1970,Sneaker,B-Stil
1970,JAPAN S,B-Modell
1970,™,B-No Tag
1970,NEWSTALGIA,I-No Tag
1970,1201A025,B-Herstellernummer
1971,Damenschuhe,B-Abteilung
1971,-,B-No Tag
1971,Sneaker,B-Stil
1971,-,B-No Tag
1971,Sport,B-Anlass
1971,-,B-No Tag
1971,Reebok,B-Marke
1971,-,B-No Tag
1971,schwarz,B-Farbe
1971,-,B-No Tag
1971,gebraucht,I-No Tag
1971,-,I-No Tag
1971,Gr,I-No Tag
1971,-,I-No Tag
1971,39,B-EU-Schuhgröße
1972,Converse,B-Marke
1972,Chucks All Star,B-Produktlinie
1972,HI,B-Schuhschaft-Typ
1972,Größe,B-No Tag
1972,44,B-EU-Schuhgröße
1972,blau navy,B-Farbe
1972,M9622,B-Herstellernummer
1972,Neu,B-No Tag
1973,NEW BALANCE,B-Marke
1973,NB,I-Marke
1973,ML574EAG,B-Herstellernummer
1973,SNEAKER,B-Stil
1973,HERRENSCHUHE,B-Abteilung
1973,Sportschuhe,B-Produktart
1973,GRAU,B-Farbe
1973,**,B-No Tag
1974,Adidas,B-Marke
1974,Gr,B-No Tag
1974,.,I-No Tag
1974,37,B-EU-Schuhgröße
1974,Superstar,B-Produktlinie
1974,Girl,B-Abteilung
1974,Sammler,B-No Tag
1974,&,I-No Tag
1974,Liebhaber,I-No Tag
1974,❤,I-No Tag
1974,Oft,I-No Tag
1974,Getragen,I-No Tag
1975,Paul Green,B-Marke
1975,Sport Schuhe,B-Produktart
1975,Schnürer,B-Verschluss
1975,Leder,B-Obermaterial
1975,Schwarz,B-Farbe
1975,Sneaker,B-Stil
1975,Damen,B-Abteilung
1975,Gr,B-No Tag
1975,.,I-No Tag
1975,5,B-UK-Schuhgröße
1975,-,B-No Tag
1975,38,B-EU-Schuhgröße
1976,Puma,B-Marke
1976,ST,B-Modell
1976,Runner,B-Produktart
1976,v2 Full L,B-Modell
1976,Herren,B-Abteilung
1976,Schuhe,B-Produktart
1976,Sneaker,B-Stil
1976,Turnschuhe,B-Produktart
1976,365277,B-Herstellernummer
1976,(,B-No Tag
1976,Weiß,B-Farbe
1976,09,B-No Tag
1976,),I-No Tag
1977,Herren,B-Abteilung
1977,Wander,B-Aktivität
1977,Sportschuhe Laufschuhe,B-Produktart
1977,Outdoor,B-Anlass
1977,Walking,B-Aktivität
1977,Wasserdichte,B-Besonderheiten
1977,Turnschuhe,B-Produktart
1978,Nike,B-Marke
1978,SB Dunk,B-Produktlinie
1978,Low,B-Schuhschaft-Typ
1978,Night of Mischief,B-Modell
1978,Halloween,B-Thema
1978,-,B-No Tag
1978,EU40 .5,B-EU-Schuhgröße
1978,US7 .5,B-US-Schuhgröße
1978,-,B-No Tag
1978,Neu,I-No Tag
1978,-,I-No Tag
1978,Blitzversand,I-No Tag
1979,Nike,B-Marke
1979,Air Jordan,B-Produktlinie
1979,1,B-Modell
1979,Low,B-Schuhschaft-Typ
1979,Bred Toe,B-Farbe
1979,(,B-No Tag
1979,GS,B-Abteilung
1979,),B-No Tag
1979,|,I-No Tag
1979,553560-612,B-Herstellernummer
1979,|,B-No Tag
1979,"38,5",B-EU-Schuhgröße
1979,-,B-No Tag
1979,40,B-EU-Schuhgröße
1979,|,B-No Tag
1979,Neu,I-No Tag
1979,OVP,I-No Tag
1979,✅,I-No Tag
1980,HERREN,B-Abteilung
1980,SCHUHE,B-Produktart
1980,REEBOK,B-Marke
1980,CL,B-Modell
1980,LEATHER,B-Obermaterial
1980,CLASSIC,B-Produktlinie
1980,NEU,B-No Tag
1980,SNEAKER,B-Stil
1980,*,B-No Tag
1980,[,I-No Tag
1980,2267,I-No Tag
1980,],I-No Tag
1981,getragene,B-No Tag
1981,schuhe,B-Produktart
1981,sammler,B-No Tag
1982,Nike,B-Marke
1982,ZoomX SuperRep Surge,B-Modell
1982,CU7627-001,B-Herstellernummer
1982,Herren,B-Abteilung
1982,Trainings,B-Aktivität
